religious	0.48466503252182763
help	0.4851797753604453
provide	0.48683976879515034
relief	0.48677762158919
moral	0.45811986624887835
clarity	0.4776631174040439
law	0.4789919017612998
aid	0.4821354328775974
legal	0.4787162975149434
hopeful	0.48280793434376734
struck	0.488311065826486
betray	0.48824400404631946
trust	0.47112074562147166
clear	0.33733426496098323
good	0.6952338392789315
dirt	0.4819360644887006
opponent	0.47941872778231215
break	0.48429126012364004
steal	0.48593958934244136
robust	0.48459939611302816
defense	0.4775691369755552
right	0.47519837470737053
moderate	0.482636878708268
overwhelming	0.48614538727853013
home	0.4825307030472557
lower	0.4636965654171555
great	0.4808350391300402
pro	0.4581762657290048
commit	0.48603623309663424
crime	0.47892686472972235
better	0.36434097926822195
pleasure	0.5528870375057027
against	0.48207835905471824
need	0.5577915627884132
smart	0.4126877965362589
haven	0.4717304693827408
able	0.5677748710443756
familiar	0.45991326804009536
unfamiliar	0.4834074273953667
fair	0.44655798596897434
defendant	0.46260337315484895
challenge	0.48396775020162686
inauguration	0.475961288305197
justify	0.48791500232751006
treason	0.3895088539057056
hard	0.43955376189582757
advance	0.48541996582270863
allegation	0.44285198919331614
failure	0.48171445021614695
duty	0.4793768130369656
argue	0.4847606059282071
convict	0.4871831681844922
allege	0.439722885415089
violation	0.4709753809268018
obstruction	0.4730486817089418
justice	0.47562526220708684
interference	0.4815697844493202
war	0.47728499753748566
allies	0.483578636209341
false	0.44744532411752075
terrible	0.3915822534222117
condone	0.45550653879013997
murder	0.486837126195
independent	0.46329055756125503
horrible	0.14860890810267993
disposal	0.48240846408605487
easy	0.4094221587601181
trouble	0.461874621569331
main	0.4865667105371272
fought	0.3970043472314862
real	0.4260510981297202
expose	0.4876711810488314
loss	0.48467436630551664
recession	0.4789679837124947
important	0.374112522993075
valuable	0.4868016046418841
asset	0.44274884782579965
success	0.47559122102254503
celebrity	0.4883994134894362
serious	0.4704172624935448
mistake	0.2985303589218702
allow	0.48538694335102445
forward	0.46843731956173734
mess	0.46335487623917126
interest	0.4729433359652947
complaint	0.4526169847644099
danger	0.4732843078127713
traitor	0.4439186079139421
death	0.45948265764122886
endanger	0.4866175271343134
gratify	0.47842160923786997
special	0.4855020791794974
contributor	0.4868455528586811
give	0.4870917138703956
approval	0.4874475102366275
security	0.4855237335510546
dance	0.48289546051915083
prison	0.48426296931498786
dig	0.4856379310988131
counsel	0.47955322658840205
collusion	0.48140543413978115
natural	0.4866148710090094
criminal	0.4785579792898381
vice	0.4819801940748357
corrupt	0.47656133950606755
arrogance	0.4849469198659265
jail	0.4819060192848896
improper	0.4074028737787651
madness	0.4842731707620083
accountable	0.4744897163419563
hell	0.34912496626738343
hurt	0.48286176633370437
bad	0.22255859501901604
worst	0.3994067460940299
lose	0.4873189875145982
breakdown	0.47622550279784176
truth	0.34011610674141884
fail	0.48321649672978534
thank	0.5779651084891422
appreciate	0.5913032148200478
hope	0.6090989763436178
sought	0.4904857614669681
rival	0.4835620642690087
encourage	0.48610882419360957
hero	0.48623274274911127
appropriate	0.43973233888655383
criticize	0.48721590329742526
praise	0.48560962170274186
empty	0.4888604513317594
support	0.47947552609051636
understand	0.5840263482392634
problem	0.41788788594951554
correct	0.4330744807035417
boredom	0.467470966103807
compel	0.4854701686643606
save	0.48624372012237715
destruction	0.4862016881772189
unfair	0.4116940778709557
accusation	0.461047393005468
doubt	0.4293787253214313
accuracy	0.4841640696229872
deal	0.46807398779640524
magical	0.4523404972416556
damage	0.4844925690430403
respect	0.6001070025460699
proper	0.48573239485138675
upset	0.4569151410095668
cut	0.48697912290486417
relevant	0.48848250006927324
complete	0.4846677046116663
accurate	0.5366816258851087
malicious	0.4880631355214589
secret	0.4540518347206795
corruption	0.4743130766639637
reasonable	0.4514672239938065
skeptical	0.44550427373904594
bribe	0.4370542807676081
understood	0.44910984351465993
remarkable	0.4868412623790914
restrict	0.4874613612406265
consider	0.5023262257143094
conspiracy	0.46661790656463725
irregular	0.4879442713302411
assure	0.48369919809503836
distinction	0.4780912902341919
push	0.484661912284605
credibility	0.48072641476870953
honorable	0.4742623718522182
comfortable	0.4415718556636212
helpful	0.413048317170739
positive	0.4851273292589785
fine	0.3457181902556295
negative	0.4783982256315311
cringe	0.4732206408429279
aware	0.4595976313877592
civilization	0.4766740487076546
particular	0.4518810833229614
aggression	0.4876404199790202
fight	0.4764582693373959
integrity	0.46775530636366597
sworn	0.3929484455595256
topple	0.4865589637353754
despise	0.5326590447045444
true	0.34751319991999813
weaken	0.4860349741674849
achieve	0.48314997657455805
knowledge	0.4709623522322528
delay	0.4840358825222111
contact	0.4856376400055897
avoid	0.4858078248313609
intelligence	0.4843303658505744
community	0.46208978862356886
significant	0.46269743287346726
lost	0.5511951447335824
contrary	0.44751456319112193
concern	0.46304092168080313
darn	0.3601865629949705
care	0.46375219843641985
conflict	0.47268147316545933
abuse	0.4810428784918714
unreliability	0.46627788534433207
smear	0.4839473018087763
proud	0.5096793370842353
meddle	0.48638336737146926
scheme	0.47038453073008574
basic	0.4500809660044244
liar	0.425958057033804
fond	0.47458993249003134
alliance	0.4878643811427333
faith	0.44320634106528245
objection	0.47241520409678944
supportive	0.4768465243246439
commitment	0.4745672995845829
obtain	0.48721219683626144
discuss	0.48604565126010213
happy	0.7977691537476719
assistance	0.4858833639972235
absence	0.4793035857481877
credible	0.421248351336831
suspension	0.48813552733884025
ensure	0.48496783188605413
fairness	0.48799384741324514
perfect	0.8005390837552567
fled	0.48344164682595564
treaty	0.4885407965925858
welcome	0.4578887886911511
glad	0.49718775734597837
withheld	0.4680638417386239
attend	0.48657685279480967
plain	0.45022045213707523
fake	0.46575128266793286
gain	0.48173592024986567
benefit	0.48584504762660274
vicious	0.468958865676731
free	0.37000897567759483
funny	0.4293411396508947
nonsense	0.3433185611947121
nasty	0.4865162322600811
fraught	0.4874074385606794
peril	0.48616368860034936
infamous	0.4884924614259535
acceptable	0.4228931115819533
defend	0.4854636129951433
revolt	0.48751804185224784
shot	0.4839753141535633
blame	0.39812134125042686
loser	0.45698412202641975
popular	0.48122653678858507
propaganda	0.4875191963062877
suppression	0.40044432387565887
adamant	0.5002474866729602
threat	0.4678591477550399
vague	0.4750544919404638
laughter	0.474121696013474
approve	0.4881834834625499
chaos	0.4841205595535474
revere	0.4770402241778105
principle	0.42495134473313434
hate	0.20876146522692834
regardless	0.46173002687212283
violence	0.4377260814804839
consideration	0.4875479991253047
attack	0.458194483085312
liberty	0.48770478424946795
tolerance	0.48261945858967936
willing	0.5706540108926728
battle	0.48395323675282054
convince	0.47951945824289105
grief	0.480889340014352
anger	0.4826095906533601
entertainment	0.4886382001017627
distinctive	0.4818845493273975
ability	0.4839043532121134
desperate	0.48403265424548175
awkward	0.4877531270084587
primarily	0.48729037402679265
lack	0.4602423708351571
steady	0.48693195850843707
error	0.4852832601802476
fracture	0.4810652309657264
love	0.7919956337942555
bother	0.4730696001586784
fierce	0.4879007932262236
obstruct	0.4858048547251095
associate	0.4878355063204608
behalf	0.4821796358631427
unclear	0.41299427721535686
scandalous	0.4856755836933625
reckless	0.4883299081718067
disregard	0.4875751239165167
irresponsible	0.420354743660522
cooperate	0.48428460632849785
favor	0.47598451296532446
hunt	0.38989715217032633
ardent	0.4860443502721047
gold	0.4740451100705672
beneficial	0.48353341495085417
crazy	0.4068325382485629
nuts	0.36298332143551154
talented	0.4729167361549194
offensive	0.38893609469705587
indifferent	0.35446370904935065
outrage	0.46823410258769216
defeat	0.4869644727675478
confidence	0.4671423886989476
survive	0.48547790627313125
protection	0.48612660258113494
safe	0.3701831130671312
brilliant	0.44273447531100585
warfare	0.4873509745500841
ludicrous	0.48247005292624806
oversight	0.4869314526799221
plenty	0.4537331422122477
cooperation	0.48385081984615336
accuse	0.48771207862441696
expert	0.486799751105141
coordination	0.48772320347094383
fire	0.4798005703884632
scary	0.47045850400099465
brawl	0.48378372412569626
sabotage	0.48825443485918835
undermine	0.485699769771468
prominent	0.48483865800318343
loyal	0.4826177784200642
